1, 0.6250000000
2, 0.6250000000
3, 0.6250000000
4, 0.6250000000
5, 0.6250000000
6, 0.6250000000
7, 0.6250000000
8, 0.6250000000
9, 0.6250000000
10, 0.6250000000
11, 0.6250000000
12, 0.4375000000
13, 0.4375000000
14, 0.4375000000
15, 0.4375000000
16, 0.4375000000
17, 0.4375000000
18, 0.4375000000
19, 0.4375000000
20, 0.4375000000
21, 0.4375000000
22, 0.4375000000
23, 0.4375000000
24, 0.4375000000
25, 0.4375000000
26, 0.4375000000
27, 0.4375000000
28, 0.4375000000
29, 0.4375000000
30, 0.4375000000
31, 0.4375000000
32, 0.4375000000
33, 0.4375000000
34, 0.4375000000
35, 0.4375000000
36, 0.4375000000
37, 0.4375000000
38, 0.2500000000
39, 0.0000000000
