1, 0.7500000000
2, 0.7500000000
3, 0.7500000000
4, 0.7500000000
5, 0.7500000000
6, 0.7500000000
7, 0.7500000000
8, 0.7500000000
9, 0.7500000000
10, 0.7500000000
11, 0.7500000000
12, 0.7500000000
13, 0.7500000000
14, 0.7500000000
15, 0.7500000000
16, 0.7500000000
17, 0.7500000000
18, 0.7500000000
19, 0.7500000000
20, 0.7500000000
21, 0.7500000000
22, 0.7500000000
23, 0.7500000000
24, 0.7500000000
25, 0.7500000000
26, 0.7500000000
27, 0.7500000000
28, 0.7500000000
29, 0.6250000000
30, 0.6250000000
31, 0.6250000000
32, 0.6250000000
33, 0.6250000000
34, 0.4375000000
35, 0.4375000000
36, 0.4375000000
37, 0.2500000000
38, 0.2500000000
39, 0.2500000000
40, 0.2500000000
41, 0.2500000000
42, 0.2500000000
43, 0.2500000000
44, 0.2500000000
45, 0.2500000000
46, 0.2500000000
47, 0.2500000000
48, 0.2500000000
49, 0.2500000000
50, 0.2500000000
51, 0.2500000000
52, 0.2500000000
53, 0.2500000000
54, 0.2500000000
55, 0.2500000000
56, 0.2500000000
57, 0.2500000000
58, 0.2500000000
59, 0.2500000000
60, 0.2500000000
61, 0.2500000000
62, 0.2500000000
63, 0.2500000000
64, 0.2500000000
65, 0.2500000000
66, 0.2500000000
67, 0.2500000000
68, 0.2500000000
69, 0.2500000000
70, 0.2500000000
71, 0.2500000000
72, 0.2500000000
73, 0.2500000000
74, 0.2500000000
75, 0.2500000000
76, 0.2500000000
77, 0.2500000000
78, 0.2500000000
79, 0.2500000000
80, 0.2500000000
81, 0.2500000000
82, 0.2500000000
83, 0.2500000000
84, 0.2500000000
85, 0.2500000000
86, 0.2500000000
87, 0.2500000000
88, 0.2500000000
89, 0.2500000000
90, 0.2500000000
91, 0.2500000000
92, 0.2500000000
93, 0.2500000000
94, 0.2500000000
95, 0.2500000000
96, 0.0000000000
